"GOTermMatch","Term","Ontology","GOId","TermFromMSigDB"
"positiveregulationofleukocytedegranulation","positive regulation of leukocyte degranulation","BP","GO:0043302","GO_POSITIVE_REGULATION_OF_LEUKOCYTE_DEGRANULATION"
"positiveregulationofleukocytedifferentiation","positive regulation of leukocyte differentiation","BP","GO:1902107","GO_POSITIVE_REGULATION_OF_LEUKOCYTE_DIFFERENTIATION"
"positiveregulationofleukocytemediatedimmunity","positive regulation of leukocyte mediated immunity","BP","GO:0002705","GO_POSITIVE_REGULATION_OF_LEUKOCYTE_MEDIATED_IMMUNITY"
"positiveregulationofleukocytemigration","positive regulation of leukocyte migration","BP","GO:0002687","GO_POSITIVE_REGULATION_OF_LEUKOCYTE_MIGRATION"
"positiveregulationofleukocyteproliferation","positive regulation of leukocyte proliferation","BP","GO:0070665","GO_POSITIVE_REGULATION_OF_LEUKOCYTE_PROLIFERATION"
"positiveregulationofligaseactivity","positive regulation of ligase activity","BP","GO:0051351","GO_POSITIVE_REGULATION_OF_LIGASE_ACTIVITY"
"positiveregulationoflipaseactivity","positive regulation of lipase activity","BP","GO:0060193","GO_POSITIVE_REGULATION_OF_LIPASE_ACTIVITY"
"positiveregulationoflipidbiosyntheticprocess","positive regulation of lipid biosynthetic process","BP","GO:0046889","GO_POSITIVE_REGULATION_OF_LIPID_BIOSYNTHETIC_PROCESS"
"positiveregulationoflipidcatabolicprocess","positive regulation of lipid catabolic process","BP","GO:0050996","GO_POSITIVE_REGULATION_OF_LIPID_CATABOLIC_PROCESS"
"positiveregulationoflipidkinaseactivity","positive regulation of lipid kinase activity","BP","GO:0090218","GO_POSITIVE_REGULATION_OF_LIPID_KINASE_ACTIVITY"
"positiveregulationoflipidmetabolicprocess","positive regulation of lipid metabolic process","BP","GO:0045834","GO_POSITIVE_REGULATION_OF_LIPID_METABOLIC_PROCESS"
"positiveregulationoflipidstorage","positive regulation of lipid storage","BP","GO:0010884","GO_POSITIVE_REGULATION_OF_LIPID_STORAGE"
"positiveregulationoflipidtransport","positive regulation of lipid transport","BP","GO:0032370","GO_POSITIVE_REGULATION_OF_LIPID_TRANSPORT"
"positiveregulationoflocomotion","positive regulation of locomotion","BP","GO:0040017","GO_POSITIVE_REGULATION_OF_LOCOMOTION"
"positiveregulationoflongtermsynapticpotentiation","positive regulation of long-term synaptic potentiation","BP","GO:1900273","GO_POSITIVE_REGULATION_OF_LONG_TERM_SYNAPTIC_POTENTIATION"
"positiveregulationoflyaseactivity","positive regulation of lyase activity","BP","GO:0051349","GO_POSITIVE_REGULATION_OF_LYASE_ACTIVITY"
"positiveregulationoflymphocyteapoptoticprocess","positive regulation of lymphocyte apoptotic process","BP","GO:0070230","GO_POSITIVE_REGULATION_OF_LYMPHOCYTE_APOPTOTIC_PROCESS"
"positiveregulationoflymphocytedifferentiation","positive regulation of lymphocyte differentiation","BP","GO:0045621","GO_POSITIVE_REGULATION_OF_LYMPHOCYTE_DIFFERENTIATION"
"positiveregulationoflymphocytemediatedimmunity","positive regulation of lymphocyte mediated immunity","BP","GO:0002708","GO_POSITIVE_REGULATION_OF_LYMPHOCYTE_MEDIATED_IMMUNITY"
"positiveregulationoflymphocytemigration","positive regulation of lymphocyte migration","BP","GO:2000403","GO_POSITIVE_REGULATION_OF_LYMPHOCYTE_MIGRATION"
"positiveregulationofmacrophageactivation","positive regulation of macrophage activation","BP","GO:0043032","GO_POSITIVE_REGULATION_OF_MACROPHAGE_ACTIVATION"
"positiveregulationofmacrophagechemotaxis","positive regulation of macrophage chemotaxis","BP","GO:0010759","GO_POSITIVE_REGULATION_OF_MACROPHAGE_CHEMOTAXIS"
"positiveregulationofmacrophagederivedfoamcelldifferentiation","positive regulation of macrophage derived foam cell differentiation","BP","GO:0010744","GO_POSITIVE_REGULATION_OF_MACROPHAGE_DERIVED_FOAM_CELL_DIFFERENTIATION"
"positiveregulationofmacrophagedifferentiation","positive regulation of macrophage differentiation","BP","GO:0045651","GO_POSITIVE_REGULATION_OF_MACROPHAGE_DIFFERENTIATION"
"positiveregulationofmapkcascade","positive regulation of MAPK cascade","BP","GO:0043410","GO_POSITIVE_REGULATION_OF_MAPK_CASCADE"
"positiveregulationofmapkinaseactivity","positive regulation of MAP kinase activity","BP","GO:0043406","GO_POSITIVE_REGULATION_OF_MAP_KINASE_ACTIVITY"
"positiveregulationofmastcellactivation","positive regulation of mast cell activation","BP","GO:0033005","GO_POSITIVE_REGULATION_OF_MAST_CELL_ACTIVATION"
"positiveregulationofmastcellactivationinvolvedinimmuneresponse","positive regulation of mast cell activation involved in immune response","BP","GO:0033008","GO_POSITIVE_REGULATION_OF_MAST_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE"
"positiveregulationofmastcelldegranulation","positive regulation of mast cell degranulation","BP","GO:0043306","GO_POSITIVE_REGULATION_OF_MAST_CELL_DEGRANULATION"
"positiveregulationofmeioticcellcycle","positive regulation of meiotic cell cycle","BP","GO:0051446","GO_POSITIVE_REGULATION_OF_MEIOTIC_CELL_CYCLE"
"positiveregulationofmembranedepolarization","positive regulation of membrane depolarization","BP","GO:1904181","GO_POSITIVE_REGULATION_OF_MEMBRANE_DEPOLARIZATION"
"positiveregulationofmembraneinvagination","positive regulation of membrane invagination","BP","GO:1905155","GO_POSITIVE_REGULATION_OF_MEMBRANE_INVAGINATION"
"positiveregulationofmembraneproteinectodomainproteolysis","positive regulation of membrane protein ectodomain proteolysis","BP","GO:0051044","GO_POSITIVE_REGULATION_OF_MEMBRANE_PROTEIN_ECTODOMAIN_PROTEOLYSIS"
"positiveregulationofmesenchymalcellproliferation","positive regulation of mesenchymal cell proliferation","BP","GO:0002053","GO_POSITIVE_REGULATION_OF_MESENCHYMAL_CELL_PROLIFERATION"
"positiveregulationofmesonephrosdevelopment","positive regulation of mesonephros development","BP","GO:0061213","GO_POSITIVE_REGULATION_OF_MESONEPHROS_DEVELOPMENT"
"positiveregulationofmetanephrosdevelopment","positive regulation of metanephros development","BP","GO:0072216","GO_POSITIVE_REGULATION_OF_METANEPHROS_DEVELOPMENT"
"positiveregulationofmetaphaseanaphasetransitionofcellcycle","positive regulation of metaphase/anaphase transition of cell cycle","BP","GO:1902101","GO_POSITIVE_REGULATION_OF_METAPHASE_ANAPHASE_TRANSITION_OF_CELL_CYCLE"
"positiveregulationofmicrotubulepolymerization","positive regulation of microtubule polymerization","BP","GO:0031116","GO_POSITIVE_REGULATION_OF_MICROTUBULE_POLYMERIZATION"
"positiveregulationofmicrotubulepolymerizationordepolymerization","positive regulation of microtubule polymerization or depolymerization","BP","GO:0031112","GO_POSITIVE_REGULATION_OF_MICROTUBULE_POLYMERIZATION_OR_DEPOLYMERIZATION"
"positiveregulationofmitochondrialfission","positive regulation of mitochondrial fission","BP","GO:0090141","GO_POSITIVE_REGULATION_OF_MITOCHONDRIAL_FISSION"
"positiveregulationofmitochondrialmembranepermeability","positive regulation of mitochondrial membrane permeability","BP","GO:0035794","GO_POSITIVE_REGULATION_OF_MITOCHONDRIAL_MEMBRANE_PERMEABILITY"
"positiveregulationofmitochondrialoutermembranepermeabilizationinvolvedinapoptoticsignalingpathway","positive regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway","BP","GO:1901030","GO_POSITIVE_REGULATION_OF_MITOCHONDRIAL_OUTER_MEMBRANE_PERMEABILIZATION_INVOLVED_IN_APOPTOTIC_SIGNALING_PATHWAY"
"positiveregulationofmitochondrionorganization","positive regulation of mitochondrion organization","BP","GO:0010822","GO_POSITIVE_REGULATION_OF_MITOCHONDRION_ORGANIZATION"
"positiveregulationofmitoticcellcycle","positive regulation of mitotic cell cycle","BP","GO:0045931","GO_POSITIVE_REGULATION_OF_MITOTIC_CELL_CYCLE"
"positiveregulationofmitoticmetaphaseanaphasetransition","positive regulation of mitotic metaphase/anaphase transition","BP","GO:0045842","GO_POSITIVE_REGULATION_OF_MITOTIC_METAPHASE_ANAPHASE_TRANSITION"
"positiveregulationofmitoticnucleardivision","positive regulation of mitotic nuclear division","BP","GO:0045840","GO_POSITIVE_REGULATION_OF_MITOTIC_NUCLEAR_DIVISION"
"positiveregulationofmitoticsisterchromatidseparation","positive regulation of mitotic sister chromatid separation","BP","GO:1901970","GO_POSITIVE_REGULATION_OF_MITOTIC_SISTER_CHROMATID_SEPARATION"
"positiveregulationofmolecularfunction","positive regulation of molecular function","BP","GO:0044093","GO_POSITIVE_REGULATION_OF_MOLECULAR_FUNCTION"
"positiveregulationofmonocytechemotaxis","positive regulation of monocyte chemotaxis","BP","GO:0090026","GO_POSITIVE_REGULATION_OF_MONOCYTE_CHEMOTAXIS"
"positiveregulationofmonooxygenaseactivity","positive regulation of monooxygenase activity","BP","GO:0032770","GO_POSITIVE_REGULATION_OF_MONOOXYGENASE_ACTIVITY"
"positiveregulationofmrna3endprocessing","positive regulation of mRNA 3'-end processing","BP","GO:0031442","GO_POSITIVE_REGULATION_OF_MRNA_3_END_PROCESSING"
"positiveregulationofmrnametabolicprocess","positive regulation of mRNA metabolic process","BP","GO:1903313","GO_POSITIVE_REGULATION_OF_MRNA_METABOLIC_PROCESS"
"positiveregulationofmrnaprocessing","positive regulation of mRNA processing","BP","GO:0050685","GO_POSITIVE_REGULATION_OF_MRNA_PROCESSING"
"positiveregulationofmrnasplicingviaspliceosome","positive regulation of mRNA splicing, via spliceosome","BP","GO:0048026","GO_POSITIVE_REGULATION_OF_MRNA_SPLICING_VIA_SPLICEOSOME"
"positiveregulationofmulticellularorganismalmetabolicprocess","positive regulation of multicellular organismal metabolic process","BP","GO:0044253","GO_POSITIVE_REGULATION_OF_MULTICELLULAR_ORGANISMAL_METABOLIC_PROCESS"
"positiveregulationofmulticellularorganismalprocess","positive regulation of multicellular organismal process","BP","GO:0051240","GO_POSITIVE_REGULATION_OF_MULTICELLULAR_ORGANISMAL_PROCESS"
"positiveregulationofmulticellularorganismgrowth","positive regulation of multicellular organism growth","BP","GO:0040018","GO_POSITIVE_REGULATION_OF_MULTICELLULAR_ORGANISM_GROWTH"
"positiveregulationofmultiorganismprocess","positive regulation of multi-organism process","BP","GO:0043902","GO_POSITIVE_REGULATION_OF_MULTI_ORGANISM_PROCESS"
"positiveregulationofmusclecellapoptoticprocess","positive regulation of muscle cell apoptotic process","BP","GO:0010661","GO_POSITIVE_REGULATION_OF_MUSCLE_CELL_APOPTOTIC_PROCESS"
"positiveregulationofmusclecelldifferentiation","positive regulation of muscle cell differentiation","BP","GO:0051149","GO_POSITIVE_REGULATION_OF_MUSCLE_CELL_DIFFERENTIATION"
"positiveregulationofmusclecontraction","positive regulation of muscle contraction","BP","GO:0045933","GO_POSITIVE_REGULATION_OF_MUSCLE_CONTRACTION"
"positiveregulationofmusclehypertrophy","positive regulation of muscle hypertrophy","BP","GO:0014742","GO_POSITIVE_REGULATION_OF_MUSCLE_HYPERTROPHY"
"positiveregulationofmuscletissuedevelopment","positive regulation of muscle tissue development","BP","GO:1901863","GO_POSITIVE_REGULATION_OF_MUSCLE_TISSUE_DEVELOPMENT"
"positiveregulationofmyelination","positive regulation of myelination","BP","GO:0031643","GO_POSITIVE_REGULATION_OF_MYELINATION"
"positiveregulationofmyeloidcelldifferentiation","positive regulation of myeloid cell differentiation","BP","GO:0045639","GO_POSITIVE_REGULATION_OF_MYELOID_CELL_DIFFERENTIATION"
"positiveregulationofmyeloidleukocytecytokineproductioninvolvedinimmuneresponse","positive regulation of myeloid leukocyte cytokine production involved in immune response","BP","GO:0061081","GO_POSITIVE_REGULATION_OF_MYELOID_LEUKOCYTE_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE"
"positiveregulationofmyeloidleukocytedifferentiation","positive regulation of myeloid leukocyte differentiation","BP","GO:0002763","GO_POSITIVE_REGULATION_OF_MYELOID_LEUKOCYTE_DIFFERENTIATION"
"positiveregulationofmyeloidleukocytemediatedimmunity","positive regulation of myeloid leukocyte mediated immunity","BP","GO:0002888","GO_POSITIVE_REGULATION_OF_MYELOID_LEUKOCYTE_MEDIATED_IMMUNITY"
"positiveregulationofmyoblastdifferentiation","positive regulation of myoblast differentiation","BP","GO:0045663","GO_POSITIVE_REGULATION_OF_MYOBLAST_DIFFERENTIATION"
"positiveregulationofmyotubedifferentiation","positive regulation of myotube differentiation","BP","GO:0010831","GO_POSITIVE_REGULATION_OF_MYOTUBE_DIFFERENTIATION"
"positiveregulationofnaturalkillercellactivation","positive regulation of natural killer cell activation","BP","GO:0032816","GO_POSITIVE_REGULATION_OF_NATURAL_KILLER_CELL_ACTIVATION"
"positiveregulationofnaturalkillercellmediatedimmunity","positive regulation of natural killer cell mediated immunity","BP","GO:0002717","GO_POSITIVE_REGULATION_OF_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY"
"positiveregulationofnervoussystemdevelopment","positive regulation of nervous system development","BP","GO:0051962","GO_POSITIVE_REGULATION_OF_NERVOUS_SYSTEM_DEVELOPMENT"
"positiveregulationofneuralprecursorcellproliferation","positive regulation of neural precursor cell proliferation","BP","GO:2000179","GO_POSITIVE_REGULATION_OF_NEURAL_PRECURSOR_CELL_PROLIFERATION"
"positiveregulationofneuroblastproliferation","positive regulation of neuroblast proliferation","BP","GO:0002052","GO_POSITIVE_REGULATION_OF_NEUROBLAST_PROLIFERATION"
"positiveregulationofneurologicalsystemprocess","positive regulation of neurological system process","BP","GO:0031646","GO_POSITIVE_REGULATION_OF_NEUROLOGICAL_SYSTEM_PROCESS"
"positiveregulationofneuronapoptoticprocess","positive regulation of neuron apoptotic process","BP","GO:0043525","GO_POSITIVE_REGULATION_OF_NEURON_APOPTOTIC_PROCESS"
"positiveregulationofneurondeath","positive regulation of neuron death","BP","GO:1901216","GO_POSITIVE_REGULATION_OF_NEURON_DEATH"
"positiveregulationofneurondifferentiation","positive regulation of neuron differentiation","BP","GO:0045666","GO_POSITIVE_REGULATION_OF_NEURON_DIFFERENTIATION"
"positiveregulationofneuronmigration","positive regulation of neuron migration","BP","GO:2001224","GO_POSITIVE_REGULATION_OF_NEURON_MIGRATION"
"positiveregulationofneuronprojectiondevelopment","positive regulation of neuron projection development","BP","GO:0010976","GO_POSITIVE_REGULATION_OF_NEURON_PROJECTION_DEVELOPMENT"
"positiveregulationofneurotransmittersecretion","positive regulation of neurotransmitter secretion","BP","GO:0001956","GO_POSITIVE_REGULATION_OF_NEUROTRANSMITTER_SECRETION"
"positiveregulationofneurotransmittertransport","positive regulation of neurotransmitter transport","BP","GO:0051590","GO_POSITIVE_REGULATION_OF_NEUROTRANSMITTER_TRANSPORT"
"positiveregulationofneutrophilmigration","positive regulation of neutrophil migration","BP","GO:1902624","GO_POSITIVE_REGULATION_OF_NEUTROPHIL_MIGRATION"
"positiveregulationofnfatproteinimportintonucleus","positive regulation of NFAT protein import into nucleus","BP","GO:0051533","GO_POSITIVE_REGULATION_OF_NFAT_PROTEIN_IMPORT_INTO_NUCLEUS"
"positiveregulationofnfkappabimportintonucleus","positive regulation of NF-kappaB import into nucleus","BP","GO:0042346","GO_POSITIVE_REGULATION_OF_NF_KAPPAB_IMPORT_INTO_NUCLEUS"
"positiveregulationofnfkappabtranscriptionfactoractivity","positive regulation of NF-kappaB transcription factor activity","BP","GO:0051092","GO_POSITIVE_REGULATION_OF_NF_KAPPAB_TRANSCRIPTION_FACTOR_ACTIVITY"
"positiveregulationofniknfkappabsignaling","positive regulation of NIK/NF-kappaB signaling","BP","GO:1901224","GO_POSITIVE_REGULATION_OF_NIK_NF_KAPPAB_SIGNALING"
"positiveregulationofnitricoxidesynthaseactivity","positive regulation of nitric-oxide synthase activity","BP","GO:0051000","GO_POSITIVE_REGULATION_OF_NITRIC_OXIDE_SYNTHASE_ACTIVITY"
"positiveregulationofnitricoxidesynthasebiosyntheticprocess","positive regulation of nitric-oxide synthase biosynthetic process","BP","GO:0051770","GO_POSITIVE_REGULATION_OF_NITRIC_OXIDE_SYNTHASE_BIOSYNTHETIC_PROCESS"
"positiveregulationofnoncanonicalwntsignalingpathway","positive regulation of non-canonical Wnt signaling pathway","BP","GO:2000052","GO_POSITIVE_REGULATION_OF_NON_CANONICAL_WNT_SIGNALING_PATHWAY"
"positiveregulationofnotchsignalingpathway","positive regulation of Notch signaling pathway","BP","GO:0045747","GO_POSITIVE_REGULATION_OF_NOTCH_SIGNALING_PATHWAY"
"positiveregulationofnucleardivision","positive regulation of nuclear division","BP","GO:0051785","GO_POSITIVE_REGULATION_OF_NUCLEAR_DIVISION"
"positiveregulationofnucleartranscribedmrnacatabolicprocessdeadenylationdependentdecay","positive regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay","BP","GO:1900153","GO_POSITIVE_REGULATION_OF_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_DEADENYLATION_DEPENDENT_DECAY"
"positiveregulationofnucleartranscribedmrnapolyatailshortening","positive regulation of nuclear-transcribed mRNA poly(A) tail shortening","BP","GO:0060213","GO_POSITIVE_REGULATION_OF_NUCLEAR_TRANSCRIBED_MRNA_POLY_A_TAIL_SHORTENING"
"positiveregulationofnucleaseactivity","positive regulation of nuclease activity","BP","GO:0032075","GO_POSITIVE_REGULATION_OF_NUCLEASE_ACTIVITY"
"positiveregulationofnucleocytoplasmictransport","positive regulation of nucleocytoplasmic transport","BP","GO:0046824","GO_POSITIVE_REGULATION_OF_NUCLEOCYTOPLASMIC_TRANSPORT"
"positiveregulationofnucleosidemetabolicprocess","positive regulation of nucleoside metabolic process","BP","GO:0045979","GO_POSITIVE_REGULATION_OF_NUCLEOSIDE_METABOLIC_PROCESS"
"positiveregulationofnucleotidecatabolicprocess","positive regulation of nucleotide catabolic process","BP","GO:0030813","GO_POSITIVE_REGULATION_OF_NUCLEOTIDE_CATABOLIC_PROCESS"
"positiveregulationofnucleotidemetabolicprocess","positive regulation of nucleotide metabolic process","BP","GO:0045981","GO_POSITIVE_REGULATION_OF_NUCLEOTIDE_METABOLIC_PROCESS"
"positiveregulationofoligodendrocytedifferentiation","positive regulation of oligodendrocyte differentiation","BP","GO:0048714","GO_POSITIVE_REGULATION_OF_OLIGODENDROCYTE_DIFFERENTIATION"
"positiveregulationoforganelleassembly","positive regulation of organelle assembly","BP","GO:1902117","GO_POSITIVE_REGULATION_OF_ORGANELLE_ASSEMBLY"
"positiveregulationoforganelleorganization","positive regulation of organelle organization","BP","GO:0010638","GO_POSITIVE_REGULATION_OF_ORGANELLE_ORGANIZATION"
"positiveregulationoforgangrowth","positive regulation of organ growth","BP","GO:0046622","GO_POSITIVE_REGULATION_OF_ORGAN_GROWTH"
"positiveregulationoforganicacidtransport","positive regulation of organic acid transport","BP","GO:0032892","GO_POSITIVE_REGULATION_OF_ORGANIC_ACID_TRANSPORT"
"positiveregulationofossification","positive regulation of ossification","BP","GO:0045778","GO_POSITIVE_REGULATION_OF_OSSIFICATION"
"positiveregulationofosteoblastdifferentiation","positive regulation of osteoblast differentiation","BP","GO:0045669","GO_POSITIVE_REGULATION_OF_OSTEOBLAST_DIFFERENTIATION"
"positiveregulationofosteoblastproliferation","positive regulation of osteoblast proliferation","BP","GO:0033690","GO_POSITIVE_REGULATION_OF_OSTEOBLAST_PROLIFERATION"
"positiveregulationofosteoclastdifferentiation","positive regulation of osteoclast differentiation","BP","GO:0045672","GO_POSITIVE_REGULATION_OF_OSTEOCLAST_DIFFERENTIATION"
"positiveregulationofoxidativestressinducedcelldeath","positive regulation of oxidative stress-induced cell death","BP","GO:1903209","GO_POSITIVE_REGULATION_OF_OXIDATIVE_STRESS_INDUCED_CELL_DEATH"
"positiveregulationofoxidoreductaseactivity","positive regulation of oxidoreductase activity","BP","GO:0051353","GO_POSITIVE_REGULATION_OF_OXIDOREDUCTASE_ACTIVITY"
"positiveregulationofp38mapkcascade","positive regulation of p38MAPK cascade","BP","GO:1900745","GO_POSITIVE_REGULATION_OF_P38MAPK_CASCADE"
"positiveregulationofpathwayrestrictedsmadproteinphosphorylation","positive regulation of pathway-restricted SMAD protein phosphorylation","BP","GO:0010862","GO_POSITIVE_REGULATION_OF_PATHWAY_RESTRICTED_SMAD_PROTEIN_PHOSPHORYLATION"
"positiveregulationofpeptidaseactivity","positive regulation of peptidase activity","BP","GO:0010952","GO_POSITIVE_REGULATION_OF_PEPTIDASE_ACTIVITY"
"positiveregulationofpeptidesecretion","positive regulation of peptide secretion","BP","GO:0002793","GO_POSITIVE_REGULATION_OF_PEPTIDE_SECRETION"
"positiveregulationofpeptidylserinephosphorylation","positive regulation of peptidyl-serine phosphorylation","BP","GO:0033138","GO_POSITIVE_REGULATION_OF_PEPTIDYL_SERINE_PHOSPHORYLATION"
"positiveregulationofpeptidylserinephosphorylationofstatprotein","positive regulation of peptidyl-serine phosphorylation of STAT protein","BP","GO:0033141","GO_POSITIVE_REGULATION_OF_PEPTIDYL_SERINE_PHOSPHORYLATION_OF_STAT_PROTEIN"
"positiveregulationofpeptidylthreoninephosphorylation","positive regulation of peptidyl-threonine phosphorylation","BP","GO:0010800","GO_POSITIVE_REGULATION_OF_PEPTIDYL_THREONINE_PHOSPHORYLATION"
"positiveregulationofpeptidyltyrosinephosphorylation","positive regulation of peptidyl-tyrosine phosphorylation","BP","GO:0050731","GO_POSITIVE_REGULATION_OF_PEPTIDYL_TYROSINE_PHOSPHORYLATION"
"positiveregulationofphagocytosis","positive regulation of phagocytosis","BP","GO:0050766","GO_POSITIVE_REGULATION_OF_PHAGOCYTOSIS"
"positiveregulationofphagocytosisengulfment","positive regulation of phagocytosis, engulfment","BP","GO:0060100","GO_POSITIVE_REGULATION_OF_PHAGOCYTOSIS_ENGULFMENT"
"positiveregulationofphosphataseactivity","positive regulation of phosphatase activity","BP","GO:0010922","GO_POSITIVE_REGULATION_OF_PHOSPHATASE_ACTIVITY"
"positiveregulationofphosphatemetabolicprocess","positive regulation of phosphate metabolic process","BP","GO:0045937","GO_POSITIVE_REGULATION_OF_PHOSPHATE_METABOLIC_PROCESS"
"positiveregulationofphosphatidylinositol3kinasesignaling","positive regulation of phosphatidylinositol 3-kinase signaling","BP","GO:0014068","GO_POSITIVE_REGULATION_OF_PHOSPHATIDYLINOSITOL_3_KINASE_SIGNALING"
"positiveregulationofphospholipaseactivity","positive regulation of phospholipase activity","BP","GO:0010518","GO_POSITIVE_REGULATION_OF_PHOSPHOLIPASE_ACTIVITY"
"positiveregulationofphospholipidmetabolicprocess","positive regulation of phospholipid metabolic process","BP","GO:1903727","GO_POSITIVE_REGULATION_OF_PHOSPHOLIPID_METABOLIC_PROCESS"
"positiveregulationofphosphoproteinphosphataseactivity","positive regulation of phosphoprotein phosphatase activity","BP","GO:0032516","GO_POSITIVE_REGULATION_OF_PHOSPHOPROTEIN_PHOSPHATASE_ACTIVITY"
"positiveregulationofphosphorusmetabolicprocess","positive regulation of phosphorus metabolic process","BP","GO:0010562","GO_POSITIVE_REGULATION_OF_PHOSPHORUS_METABOLIC_PROCESS"
"positiveregulationofpotassiumiontransmembranetransport","positive regulation of potassium ion transmembrane transport","BP","GO:1901381","GO_POSITIVE_REGULATION_OF_POTASSIUM_ION_TRANSMEMBRANE_TRANSPORT"
"positiveregulationofpotassiumiontransmembranetransporteractivity","positive regulation of potassium ion transmembrane transporter activity","BP","GO:1901018","GO_POSITIVE_REGULATION_OF_POTASSIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY"
"positiveregulationofpotassiumiontransport","positive regulation of potassium ion transport","BP","GO:0043268","GO_POSITIVE_REGULATION_OF_POTASSIUM_ION_TRANSPORT"
"positiveregulationofprimirnatranscriptionfromrnapolymeraseiipromoter","positive regulation of pri-miRNA transcription from RNA polymerase II promoter","BP","GO:1902895","GO_POSITIVE_REGULATION_OF_PRI_MIRNA_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER"
"positiveregulationofproductionofmolecularmediatorofimmuneresponse","positive regulation of production of molecular mediator of immune response","BP","GO:0002702","GO_POSITIVE_REGULATION_OF_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE"
"positiveregulationofproteasomalproteincatabolicprocess","positive regulation of proteasomal protein catabolic process","BP","GO:1901800","GO_POSITIVE_REGULATION_OF_PROTEASOMAL_PROTEIN_CATABOLIC_PROCESS"
"positiveregulationofproteinacetylation","positive regulation of protein acetylation","BP","GO:1901985","GO_POSITIVE_REGULATION_OF_PROTEIN_ACETYLATION"
"positiveregulationofproteinautophosphorylation","positive regulation of protein autophosphorylation","BP","GO:0031954","GO_POSITIVE_REGULATION_OF_PROTEIN_AUTOPHOSPHORYLATION"
"positiveregulationofproteinbinding","positive regulation of protein binding","BP","GO:0032092","GO_POSITIVE_REGULATION_OF_PROTEIN_BINDING"
"positiveregulationofproteincatabolicprocess","positive regulation of protein catabolic process","BP","GO:0045732","GO_POSITIVE_REGULATION_OF_PROTEIN_CATABOLIC_PROCESS"
"positiveregulationofproteincomplexassembly","positive regulation of protein complex assembly","BP","GO:0031334","GO_POSITIVE_REGULATION_OF_PROTEIN_COMPLEX_ASSEMBLY"
"positiveregulationofproteincomplexdisassembly","positive regulation of protein complex disassembly","BP","GO:0043243","GO_POSITIVE_REGULATION_OF_PROTEIN_COMPLEX_DISASSEMBLY"
"positiveregulationofproteindeacetylation","positive regulation of protein deacetylation","BP","GO:0090312","GO_POSITIVE_REGULATION_OF_PROTEIN_DEACETYLATION"
"positiveregulationofproteindepolymerization","positive regulation of protein depolymerization","BP","GO:1901881","GO_POSITIVE_REGULATION_OF_PROTEIN_DEPOLYMERIZATION"
"positiveregulationofproteinexportfromnucleus","positive regulation of protein export from nucleus","BP","GO:0046827","GO_POSITIVE_REGULATION_OF_PROTEIN_EXPORT_FROM_NUCLEUS"
"positiveregulationofproteinimport","positive regulation of protein import","BP","GO:1904591","GO_POSITIVE_REGULATION_OF_PROTEIN_IMPORT"
"positiveregulationofproteinimportintonucleustranslocation","positive regulation of protein import into nucleus, translocation","BP","GO:0033160","GO_POSITIVE_REGULATION_OF_PROTEIN_IMPORT_INTO_NUCLEUS_TRANSLOCATION"
"positiveregulationofproteininsertionintomitochondrialmembraneinvolvedinapoptoticsignalingpathway","positive regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway","BP","GO:1900740","GO_POSITIVE_REGULATION_OF_PROTEIN_INSERTION_INTO_MITOCHONDRIAL_MEMBRANE_INVOLVED_IN_APOPTOTIC_SIGNALING_PATHWAY"
"positiveregulationofproteinkinasebsignaling","positive regulation of protein kinase B signaling","BP","GO:0051897","GO_POSITIVE_REGULATION_OF_PROTEIN_KINASE_B_SIGNALING"
"positiveregulationofproteinlocalizationtocellperiphery","positive regulation of protein localization to cell periphery","BP","GO:1904377","GO_POSITIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_CELL_PERIPHERY"
"positiveregulationofproteinlocalizationtocellsurface","positive regulation of protein localization to cell surface","BP","GO:2000010","GO_POSITIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_CELL_SURFACE"
"positiveregulationofproteinlocalizationtonucleus","positive regulation of protein localization to nucleus","BP","GO:1900182","GO_POSITIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_NUCLEUS"
"positiveregulationofproteinlocalizationtoplasmamembrane","positive regulation of protein localization to plasma membrane","BP","GO:1903078","GO_POSITIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_PLASMA_MEMBRANE"
"positiveregulationofproteinmaturation","positive regulation of protein maturation","BP","GO:1903319","GO_POSITIVE_REGULATION_OF_PROTEIN_MATURATION"
"positiveregulationofproteinmetabolicprocess","positive regulation of protein metabolic process","BP","GO:0051247","GO_POSITIVE_REGULATION_OF_PROTEIN_METABOLIC_PROCESS"
